Frequency,Real,Imaginary
737450000,-1.042236328125,0.440185546875
737500000,-0.931884765625,0.6424560546875
737550000,-0.7835693359375,0.819091796875
737600000,-0.60205078125,0.9576416015625
737650000,-0.3956298828125,1.05908203125
737700000,-0.173583984375,1.1180419921875
737750000,0.0552978515625,1.128173828125
737800000,0.281494140625,1.09423828125
737850000,0.495849609375,1.0155029296875
737900000,0.6907958984375,0.892578125
737950000,0.8570556640625,0.7362060546875
738000000,0.987060546875,0.547607421875
738050000,1.077392578125,0.33837890625
738100000,1.1221923828125,0.1116943359375
738150000,1.123046875,-0.1151123046875
738200000,1.076416015625,-0.33837890625
738250000,0.986328125,-0.5504150390625
738300000,0.8564453125,-0.737060546875
738350000,0.6893310546875,-0.895263671875
738400000,0.494384765625,-1.014892578125
738450000,0.2802734375,-1.09375
738500000,0.0513916015625,-1.1297607421875
738550000,-0.174072265625,-1.11474609375
738600000,-0.3974609375,-1.0555419921875
738650000,-0.6024169921875,-0.9539794921875
738700000,-0.7830810546875,-0.8138427734375
738750000,-0.93115234375,-0.6390380859375
738800000,-1.0423583984375,-0.4378662109375
738850000,-1.1085205078125,-0.22021484375
738900000,-1.1304931640625,0.0086669921875
738950000,-1.106689453125,0.2369384765625
739000000,-1.034912109375,0.4556884765625
739050000,-0.922119140625,0.65576171875
739100000,-0.7711181640625,0.828369140625
739150000,-0.5897216796875,0.966552734375
739200000,-0.382080078125,1.066650390625
739250000,-0.157470703125,1.1224365234375
739300000,0.072021484375,1.13232421875
739350000,0.2989501953125,1.0960693359375
739400000,0.512451171875,1.010986328125
739450000,0.7071533203125,0.8875732421875
739500000,0.8720703125,0.7269287109375
739550000,1.0020751953125,0.5364990234375
739600000,1.09033203125,0.322265625
739650000,1.134033203125,0.09716796875
739700000,1.131591796875,-0.134521484375
739750000,1.0806884765625,-0.3599853515625
739800000,0.98583984375,-0.5723876953125
739850000,0.8515625,-0.75830078125
739900000,0.6817626953125,-0.9156494140625
739950000,0.4840087890625,-1.034912109375
740000000,0.2637939453125,-1.1109619140625
740050000,0.0330810546875,-1.142333984375
740100000,-0.1993408203125,-1.1263427734375
740150000,-0.421142578125,-1.0631103515625
740200000,-0.6295166015625,-0.9581298828125
740250000,-0.8101806640625,-0.8116455078125
740300000,-0.95751953125,-0.6302490234375
740350000,-1.068359375,-0.424560546875
740400000,-1.1292724609375,-0.1993408203125
740450000,-1.1470947265625,0.03125
740500000,-1.118408203125,0.2625732421875
740550000,-1.04345703125,0.4822998046875
740600000,-0.92578125,0.683837890625
740650000,-0.7691650390625,0.8587646484375
740700000,-0.5809326171875,0.9954833984375
740750000,-0.365234375,1.0919189453125
740800000,-0.1387939453125,1.1439208984375
740850000,0.09521484375,1.147705078125
740900000,0.3253173828125,1.104248046875
740950000,0.541748046875,1.0189208984375
741000000,0.7357177734375,0.8878173828125
741050000,0.90087890625,0.7216796875
741100000,1.027587890625,0.525634765625
741150000,1.1134033203125,0.3062744140625
741200000,1.1534423828125,0.076904296875
741250000,1.14501953125,-0.157470703125
741300000,1.089599609375,-0.38623046875
741350000,0.98828125,-0.5987548828125
741400000,0.8477783203125,-0.78564453125
741450000,0.671875,-0.9405517578125
741500000,0.468017578125,-1.057373046875
741550000,0.2457275390625,-1.1317138671875
741600000,0.011474609375,-1.1568603515625
741650000,-0.2225341796875,-1.1348876953125
741700000,-0.4468994140625,-1.0655517578125
741750000,-0.6529541015625,-0.9542236328125
741800000,-0.83349609375,-0.8028564453125
741850000,-0.976806640625,-0.617919921875
741900000,-1.081787109375,-0.4083251953125
741950000,-1.1424560546875,-0.1805419921875
742000000,-1.156005859375,0.05419921875
742050000,-1.120849609375,0.283935546875
742100000,-1.0394287109375,0.5069580078125
742150000,-0.9158935546875,0.7049560546875
742200000,-0.7520751953125,0.8748779296875
742250000,-0.561767578125,1.009765625
742300000,-0.34716796875,1.1025390625
742350000,-0.1170654296875,1.149169921875
742400000,0.1185302734375,1.1480712890625
742450000,0.34814453125,1.0999755859375
742500000,0.563232421875,1.0078125
742550000,0.75341796875,0.872802734375
742600000,0.913818359375,0.7010498046875
742650000,1.037353515625,0.502197265625
742700000,1.116455078125,0.2825927734375
742750000,1.151123046875,0.050048828125
742800000,1.1368408203125,-0.1812744140625
742850000,1.0753173828125,-0.4080810546875
742900000,0.9720458984375,-0.6173095703125
742950000,0.825439453125,-0.8004150390625
743000000,0.6470947265625,-0.9495849609375
743050000,0.4410400390625,-1.0611572265625
743100000,0.2176513671875,-1.1280517578125
743150000,-0.014404296875,-1.1483154296875
743200000,-0.24658203125,-1.1221923828125
743250000,-0.4676513671875,-1.05029296875
743300000,-0.6710205078125,-0.9290771484375
743350000,-0.843505859375,-0.776611328125
743400000,-0.98388671875,-0.58935546875
743450000,-1.0816650390625,-0.3775634765625
743500000,-1.1358642578125,-0.1517333984375
743550000,-1.1429443359375,0.080322265625
743600000,-1.102783203125,0.308837890625
743650000,-1.017578125,0.52587890625
743700000,-0.8895263671875,0.7213134765625
743750000,-0.726806640625,0.884765625
743800000,-0.5308837890625,1.0137939453125
743850000,-0.316650390625,1.0987548828125
743900000,-0.0882568359375,1.1387939453125
743950000,0.1436767578125,1.133544921875
744000000,0.3690185546875,1.08056640625
744050000,0.5810546875,0.9847412109375
744100000,0.7667236328125,0.8472900390625
744150000,0.9234619140625,0.6739501953125
744200000,1.042236328125,0.4739990234375
744250000,1.1141357421875,0.2537841796875
744300000,1.14208984375,0.0233154296875
744350000,1.123779296875,-0.2086181640625
744400000,1.059326171875,-0.43017578125
744450000,0.9517822265625,-0.635009765625
744500000,0.80322265625,-0.8123779296875
744550000,0.6224365234375,-0.9591064453125
744600000,0.415771484375,-1.064697265625
744650000,0.1912841796875,-1.1270751953125
744700000,-0.0384521484375,-1.143310546875
744750000,-0.27001953125,-1.111083984375
744800000,-0.4869384765625,-1.0347900390625
744850000,-0.686767578125,-0.914306640625
744900000,-0.8582763671875,-0.7579345703125
744950000,-0.991455078125,-0.5692138671875
745000000,-1.0887451171875,-0.3560791015625
745050000,-1.136962890625,-0.12890625
745100000,-1.1407470703125,0.100830078125
745150000,-1.0975341796875,0.3314208984375
745200000,-1.007568359375,0.545166015625
745250000,-0.876708984375,0.7366943359375
745300000,-0.7091064453125,0.89990234375
745350000,-0.51611328125,1.0242919921875
745400000,-0.2977294921875,1.1070556640625
745450000,-0.0675048828125,1.1458740234375
745500000,0.1658935546875,1.135498046875
745550000,0.3917236328125,1.078125
745600000,0.6007080078125,0.97802734375
745650000,0.7872314453125,0.8350830078125
745700000,0.9384765625,0.6607666015625
745750000,1.0528564453125,0.4586181640625
745800000,1.123291015625,0.2347412109375
745850000,1.1495361328125,0.0042724609375
745900000,1.1265869140625,-0.229248046875
745950000,1.05712890625,-0.4500732421875
746000000,0.943603515625,-0.65380859375
746050000,0.79296875,-0.8310546875
746100000,0.6072998046875,-0.9742431640625
746150000,0.3995361328125,-1.0767822265625
746200000,0.172119140625,-1.135009765625
746250000,-0.0615234375,-1.14501953125
746300000,-0.290771484375,-1.10986328125
746350000,-0.5078125,-1.02880859375
746400000,-0.7047119140625,-0.9033203125
746450000,-0.872314453125,-0.741455078125
746500000,-1.0050048828125,-0.5494384765625
746550000,-1.0953369140625,-0.3382568359375
746600000,-1.1400146484375,-0.10791015625
746650000,-1.1383056640625,0.1246337890625
746700000,-1.0892333984375,0.352783203125
746750000,-0.9947509765625,0.564697265625
746800000,-0.8597412109375,0.7554931640625
746850000,-0.6883544921875,0.9110107421875
746900000,-0.4893798828125,1.0311279296875
746950000,-0.2740478515625,1.1070556640625
747000000,-0.04296875,1.138427734375
747050000,0.1885986328125,1.1248779296875
747100000,0.410888671875,1.0623779296875
747150000,0.615234375,0.9564208984375
747200000,0.7958984375,0.81103515625
747250000,0.9427490234375,0.6324462890625
747300000,1.050537109375,0.4293212890625
747350000,1.114013671875,0.2061767578125
747400000,1.1317138671875,-0.020263671875
747450000,1.1029052734375,-0.25
747500000,1.0289306640625,-0.468017578125
747550000,0.9136962890625,-0.665771484375
747600000,0.758544921875,-0.8333740234375
747650000,0.57421875,-0.9705810546875
747700000,0.3660888671875,-1.0645751953125
747750000,0.144775390625,-1.1156005859375
747800000,-0.083984375,-1.1204833984375
747850000,-0.3087158203125,-1.0794677734375
747900000,-0.518310546875,-0.993408203125
747950000,-0.7099609375,-0.86865234375
748000000,-0.869140625,-0.7064208984375
748050000,-0.9925537109375,-0.5164794921875
748100000,-1.074951171875,-0.303955078125
748150000,-1.1124267578125,-0.081787109375
748200000,-1.1048583984375,0.1446533203125
748250000,-1.0537109375,0.3646240234375
748300000,-0.9573974609375,0.56884765625
748350000,-0.8201904296875,0.748779296875
748400000,-0.6527099609375,0.8995361328125
748450000,-0.4583740234375,1.010498046875
748500000,-0.244873046875,1.082275390625
748550000,-0.0220947265625,1.1085205078125
748600000,0.2027587890625,1.0897216796875
748650000,0.4171142578125,1.0263671875
748700000,0.61376953125,0.9193115234375
748750000,0.7867431640625,0.7774658203125
748800000,0.9276123046875,0.601318359375
748850000,1.0303955078125,0.4029541015625
748900000,1.0899658203125,0.187744140625
748950000,1.104248046875,-0.0352783203125
749000000,1.07373046875,-0.2581787109375
749050000,0.9984130859375,-0.4696044921875
749100000,0.884765625,-0.659912109375
749150000,0.732666015625,-0.825439453125
749200000,0.5506591796875,-0.9552001953125
749250000,0.3486328125,-1.0457763671875
749300000,0.12939453125,-1.0950927734375
749350000,-0.0921630859375,-1.098876953125
749400000,-0.31298828125,-1.0572509765625
749450000,-0.5184326171875,-0.97314453125
749500000,-0.703369140625,-0.84912109375
749550000,-0.861083984375,-0.689697265625
749600000,-0.98193359375,-0.5023193359375
749650000,-1.0640869140625,-0.294189453125
749700000,-1.099365234375,-0.0738525390625
749750000,-1.0950927734375,0.149169921875
749800000,-1.041015625,0.3670654296875
749850000,-0.94580078125,0.568603515625
749900000,-0.810791015625,0.7474365234375
749950000,-0.644775390625,0.8953857421875
750000000,-0.449951171875,1.0084228515625
750050000,-0.239990234375,1.0771484375
750100000,-0.0169677734375,1.102294921875
750150000,0.2059326171875,1.08544921875
750200000,0.419189453125,1.02294921875
750250000,0.6180419921875,0.916015625
750300000,0.7904052734375,0.7734375
750350000,0.9298095703125,0.597900390625
750400000,1.0330810546875,0.396240234375
750450000,1.0909423828125,0.18310546875
750500000,1.1060791015625,-0.0418701171875
750550000,1.0745849609375,-0.261962890625
750600000,0.99951171875,-0.473876953125
750650000,0.88232421875,-0.665283203125
750700000,0.731689453125,-0.829833984375
750750000,0.546630859375,-0.9593505859375
750800000,0.3431396484375,-1.0511474609375
750850000,0.1231689453125,-1.0965576171875
750900000,-0.0987548828125,-1.098388671875
750950000,-0.316162109375,-1.0556640625
751000000,-0.5247802734375,-0.9688720703125
751050000,-0.708251953125,-0.8427734375
751100000,-0.86279296875,-0.6820068359375
751150000,-0.9820556640625,-0.4951171875
751200000,-1.0615234375,-0.28564453125
751250000,-1.096923828125,-0.06640625
751300000,-1.0860595703125,0.1568603515625
751350000,-1.031494140625,0.370849609375
751400000,-0.9351806640625,0.5706787109375
751450000,-0.798828125,0.74755859375
751500000,-0.6312255859375,0.893798828125
751550000,-0.439697265625,1.000732421875
751600000,-0.22705078125,1.06787109375
751650000,-0.0078125,1.0919189453125
751700000,0.2113037109375,1.06787109375
751750000,0.424072265625,1.0035400390625
751800000,0.6151123046875,0.8956298828125
751850000,0.782958984375,0.75244140625
751900000,0.916015625,0.5797119140625
751950000,1.0152587890625,0.381103515625
752000000,1.0697021484375,0.1693115234375
752050000,1.0810546875,-0.0496826171875
752100000,1.0457763671875,-0.2662353515625
752150000,0.9718017578125,-0.472412109375
752200000,0.8548583984375,-0.65625
752250000,0.704345703125,-0.8155517578125
752300000,0.525390625,-0.936767578125
752350000,0.32568359375,-1.02392578125
752400000,0.1138916015625,-1.0670166015625
752450000,-0.1043701171875,-1.0662841796875
752500000,-0.3177490234375,-1.0225830078125
752550000,-0.5145263671875,-0.9383544921875
752600000,-0.693359375,-0.8145751953125
752650000,-0.8414306640625,-0.6551513671875
752700000,-0.95654296875,-0.4720458984375
752750000,-1.0306396484375,-0.2696533203125
752800000,-1.0635986328125,-0.0557861328125
752850000,-1.0511474609375,0.1591796875
752900000,-0.99755859375,0.367919921875
752950000,-0.90234375,0.5594482421875
753000000,-0.770263671875,0.7303466796875
753050000,-0.606689453125,0.8702392578125
753100000,-0.4188232421875,0.9722900390625
753150000,-0.2144775390625,1.0362548828125
753200000,-0.0010986328125,1.057861328125
753250000,0.2125244140625,1.035400390625
753300000,0.416015625,0.9700927734375
753350000,0.60302734375,0.8670654296875
753400000,0.765625,0.7281494140625
753450000,0.894287109375,0.5577392578125
753500000,0.9888916015625,0.364990234375
753550000,1.0421142578125,0.158447265625
753600000,1.052978515625,-0.0540771484375
753650000,1.0186767578125,-0.2625732421875
753700000,0.94482421875,-0.4642333984375
753750000,0.8314208984375,-0.6455078125
753800000,0.6827392578125,-0.8001708984375
753850000,0.5087890625,-0.920654296875
753900000,0.3133544921875,-1.0023193359375
753950000,0.1038818359375,-1.0467529296875
754000000,-0.109375,-1.0447998046875
754050000,-0.3173828125,-1.001220703125
754100000,-0.513916015625,-0.9168701171875
754150000,-0.687255859375,-0.79443359375
754200000,-0.832275390625,-0.6402587890625
754250000,-0.945068359375,-0.457275390625
754300000,-1.0191650390625,-0.2581787109375
754350000,-1.0494384765625,-0.048095703125
754400000,-1.0374755859375,0.1654052734375
754450000,-0.9825439453125,0.37158203125
754500000,-0.8878173828125,0.5615234375
754550000,-0.7548828125,0.7283935546875
754600000,-0.593017578125,0.86572265625
754650000,-0.4058837890625,0.9681396484375
754700000,-0.20263671875,1.0306396484375
754750000,0.0081787109375,1.0501708984375
754800000,0.2220458984375,1.026123046875
754850000,0.42236328125,0.9608154296875
754900000,0.6077880859375,0.856201171875
754950000,0.7681884765625,0.71484375
755000000,0.8970947265625,0.545166015625
755050000,0.9879150390625,0.353271484375
755100000,1.038818359375,0.146484375
755150000,1.0455322265625,-0.0650634765625
755200000,1.010986328125,-0.2757568359375
755250000,0.9349365234375,-0.4742431640625
755300000,0.8212890625,-0.652587890625
755350000,0.6715087890625,-0.8045654296875
755400000,0.492919921875,-0.9237060546875
755450000,0.298828125,-1.003662109375
755500000,0.08837890625,-1.043701171875
755550000,-0.1219482421875,-1.0389404296875
755600000,-0.3280029296875,-0.9925537109375
755650000,-0.5228271484375,-0.9072265625
755700000,-0.69384765625,-0.78173828125
755750000,-0.83544921875,-0.6243896484375
755800000,-0.9456787109375,-0.44287109375
755850000,-1.0159912109375,-0.242431640625
755900000,-1.041259765625,-0.0347900390625
755950000,-1.0272216796875,0.17724609375
756000000,-0.9700927734375,0.380126953125
756050000,-0.872314453125,0.567626953125
756100000,-0.739013671875,0.732421875
756150000,-0.57470703125,0.8648681640625
756200000,-0.3897705078125,0.962890625
756250000,-0.1884765625,1.0211181640625
756300000,0.021484375,1.03759765625
756350000,0.2303466796875,1.0101318359375
756400000,0.4288330078125,0.943115234375
756450000,0.6083984375,0.8355712890625
756500000,0.76416015625,0.6953125
756550000,0.889892578125,0.52734375
756600000,0.9754638671875,0.338134765625
756650000,1.0255126953125,0.1317138671875
756700000,1.0306396484375,-0.074951171875
756750000,0.9918212890625,-0.28271484375
756800000,0.9163818359375,-0.47607421875
756850000,0.801025390625,-0.650146484375
756900000,0.6536865234375,-0.798095703125
756950000,0.480712890625,-0.912109375
757000000,0.2850341796875,-0.990234375
757050000,0.077880859375,-1.026611328125
757100000,-0.1290283203125,-1.0211181640625
757150000,-0.331787109375,-0.9737548828125
757200000,-0.5213623046875,-0.8876953125
757250000,-0.689697265625,-0.76318359375
757300000,-0.8280029296875,-0.6094970703125
757350000,-0.933837890625,-0.4307861328125
757400000,-1.0003662109375,-0.23291015625
757450000,-1.02734375,-0.025390625
757500000,-1.009765625,0.1810302734375
757550000,-0.9530029296875,0.3822021484375
757600000,-0.857177734375,0.56396484375
757650000,-0.7254638671875,0.7265625
757700000,-0.5653076171875,0.8572998046875
757750000,-0.3795166015625,0.954833984375
757800000,-0.179443359375,1.0098876953125
757850000,0.02685546875,1.0255126953125
757900000,0.233154296875,0.9991455078125
757950000,0.43115234375,0.9298095703125
758000000,0.6107177734375,0.8251953125
758050000,0.7642822265625,0.6865234375
758100000,0.884521484375,0.5172119140625
758150000,0.971923828125,0.3284912109375
758200000,1.01953125,0.1265869140625
758250000,1.0242919921875,-0.082763671875
758300000,0.986572265625,-0.2879638671875
758350000,0.907958984375,-0.480224609375
758400000,0.792236328125,-0.652587890625
758450000,0.6448974609375,-0.79931640625
758500000,0.4705810546875,-0.913330078125
758550000,0.278076171875,-0.990478515625
758600000,0.0704345703125,-1.0264892578125
758650000,-0.138427734375,-1.0191650390625
758700000,-0.342041015625,-0.9713134765625
758750000,-0.5306396484375,-0.8828125
758800000,-0.6973876953125,-0.7584228515625
758850000,-0.8377685546875,-0.6026611328125
758900000,-0.942138671875,-0.42041015625
758950000,-1.00830078125,-0.222900390625
759000000,-1.0328369140625,-0.0150146484375
759050000,-1.0146484375,0.1956787109375
759100000,-0.95556640625,0.396240234375
759150000,-0.8570556640625,0.5810546875
759200000,-0.721435546875,0.7421875
759250000,-0.55712890625,0.872802734375
759300000,-0.37109375,0.9691162109375
759350000,-0.16650390625,1.0235595703125
759400000,0.0423583984375,1.0379638671875
759450000,0.2520751953125,1.0084228515625
759500000,0.4495849609375,0.9378662109375
759550000,0.6329345703125,0.827880859375
759600000,0.7869873046875,0.682373046875
759650000,0.9093017578125,0.51025390625
759700000,0.993896484375,0.3150634765625
759750000,1.0382080078125,0.109375
759800000,1.0404052734375,-0.1031494140625
759850000,0.997314453125,-0.310546875
759900000,0.916748046875,-0.507080078125
759950000,0.7935791015625,-0.68115234375
760000000,0.639404296875,-0.8289794921875
760050000,0.4593505859375,-0.943115234375
760100000,0.2591552734375,-1.0152587890625
760150000,0.0498046875,-1.0460205078125
760200000,-0.1630859375,-1.035400390625
760250000,-0.37158203125,-0.980224609375
760300000,-0.560302734375,-0.88623046875
760350000,-0.7288818359375,-0.755859375
760400000,-0.866943359375,-0.5931396484375
760450000,-0.96923828125,-0.4052734375
760500000,-1.0299072265625,-0.20068359375
760550000,-1.0511474609375,0.010986328125
760600000,-1.0277099609375,0.2237548828125
760650000,-0.961181640625,0.4263916015625
760700000,-0.855224609375,0.6121826171875
760750000,-0.7135009765625,0.77294921875
760800000,-0.5423583984375,0.9007568359375
760850000,-0.3472900390625,0.9920654296875
760900000,-0.1395263671875,1.0426025390625
760950000,0.074462890625,1.0474853515625
761000000,0.2840576171875,1.011962890625
761050000,0.481689453125,0.9327392578125
761100000,0.6611328125,0.816162109375
761150000,0.81298828125,0.6651611328125
761200000,0.9296875,0.48681640625
761250000,1.0074462890625,0.288818359375
761300000,1.0457763671875,0.079345703125
761350000,1.03857421875,-0.1336669921875
761400000,0.990234375,-0.3409423828125
761450000,0.899658203125,-0.5335693359375
761500000,0.7724609375,-0.705322265625
761550000,0.6142578125,-0.8460693359375
761600000,0.430908203125,-0.951904296875
761650000,0.2291259765625,-1.018798828125
761700000,0.0194091796875,-1.04150390625
761750000,-0.1927490234375,-1.0235595703125
761800000,-0.3956298828125,-0.9617919921875
761850000,-0.581298828125,-0.8626708984375
761900000,-0.7440185546875,-0.7254638671875
761950000,-0.87451171875,-0.5609130859375
762000000,-0.9693603515625,-0.372314453125
762050000,-1.02197265625,-0.1695556640625
762100000,-1.0352783203125,0.0418701171875
762150000,-1.003173828125,0.2503662109375
762200000,-0.93212890625,0.4462890625
762250000,-0.8203125,0.6248779296875
762300000,-0.6781005859375,0.776611328125
762350000,-0.505615234375,0.8974609375
762400000,-0.3138427734375,0.9808349609375
762450000,-0.1099853515625,1.0233154296875
762500000,0.0989990234375,1.023681640625
762550000,0.3031005859375,0.9796142578125
762600000,0.494873046875,0.8992919921875
762650000,0.6650390625,0.7802734375
762700000,0.809326171875,0.6300048828125
762750000,0.9178466796875,0.4537353515625
762800000,0.9903564453125,0.257568359375
762850000,1.0198974609375,0.052734375
762900000,1.0089111328125,-0.15478515625
762950000,0.958251953125,-0.35400390625
763000000,0.8665771484375,-0.539306640625
763050000,0.7374267578125,-0.703369140625
763100000,0.5821533203125,-0.837890625
763150000,0.4000244140625,-0.93701171875
763200000,0.2034912109375,-0.9979248046875
763250000,-0.0018310546875,-1.0181884765625
763300000,-0.2078857421875,-0.9970703125
763350000,-0.4027099609375,-0.932861328125
763400000,-0.586669921875,-0.831787109375
763450000,-0.739013671875,-0.698974609375
763500000,-0.865966796875,-0.53369140625
763550000,-0.954833984375,-0.348388671875
763600000,-1.0035400390625,-0.1492919921875
763650000,-1.014404296875,0.0543212890625
763700000,-0.9832763671875,0.259521484375
763750000,-0.9083251953125,0.4515380859375
763800000,-0.7987060546875,0.62646484375
763850000,-0.6572265625,0.77392578125
763900000,-0.4886474609375,0.8922119140625
763950000,-0.2967529296875,0.971435546875
764000000,-0.095947265625,1.0107421875
764050000,0.111083984375,1.0107421875
764100000,0.311279296875,0.96826171875
764150000,0.4990234375,0.8846435546875
764200000,0.6690673828125,0.7662353515625
764250000,0.8104248046875,0.6153564453125
764300000,0.9183349609375,0.43896484375
764350000,0.9862060546875,0.2459716796875
764400000,1.017333984375,0.041748046875
764450000,1.005859375,-0.1629638671875
764500000,0.951904296875,-0.3636474609375
764550000,0.859619140625,-0.5472412109375
764600000,0.7305908203125,-0.71044921875
764650000,0.5716552734375,-0.843505859375
